,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Airport IATA,Year,Type ,Month ,Arrival/Departure,Destination_City ,Pax,ATMs,,,,,,,,
,DMM,2025,International,Sep,Arrival,Chennai," 3,399 ", 21 ,,,,,,,,
,DMM,2025,International,Jan,Departure,Chennai," 1,489 ", 9 ,,,,,,,,
,DMM,2025,International,Feb,Departure,Chennai," 1,251 ", 8 ,,,,,,,,
,DMM,2025,International,Mar,Departure,Chennai," 1,674 ", 9 ,,,,,,,,
,DMM,2025,International,Apr,Departure,Chennai," 2,325 ", 13 ,,,,,,,,
,DMM,2025,International,May,Departure,Chennai," 2,309 ", 14 ,,,,,,,,
,DMM,2025,International,Jun,Departure,Chennai," 2,847 ", 19 ,,,,,,,,
,DMM,2025,International,Jul,Departure,Chennai," 3,388 ", 23 ,,,,,,,,
,DMM,2025,International,Aug,Departure,Chennai," 1,953 ", 21 ,,,,,,,,
,DMM,2025,International,Sep,Departure,Chennai," 1,769 ", 21 ,,,,,,,,
,DMM,2025,International,Jan,Arrival,Kochi," 3,368 ", 20 ,,,,,,,,
,DMM,2025,International,Feb,Arrival,Kochi," 1,999 ", 12 ,,,,,,,,
,DMM,2025,International,Mar,Arrival,Kochi," 2,913 ", 22 ,,,,,,,,
,DMM,2025,International,Apr,Arrival,Kochi," 3,093 ", 22 ,,,,,,,,
,DMM,2025,International,May,Arrival,Kochi," 2,436 ", 18 ,,,,,,,,
,DMM,2025,International,Jun,Arrival,Kochi," 3,232 ", 34 ,,,,,,,,
,DMM,2025,International,Jul,Arrival,Kochi," 5,198 ", 51 ,,,,,,,,
,DMM,2025,International,Aug,Arrival,Kochi," 8,702 ", 53 ,,,,,,,,
,DMM,2025,International,Sep,Arrival,Kochi," 7,001 ", 40 ,,,,,,,,
,DMM,2025,International,Oct,Arrival,Kochi," 2,452 ", 14 ,,,,,,,,
,DMM,2025,International,Jan,Departure,Kochi," 2,601 ", 20 ,,,,,,,,
,DMM,2025,International,Feb,Departure,Kochi," 1,191 ", 12 ,,,,,,,,
,DMM,2025,International,Mar,Departure,Kochi," 2,000 ", 22 ,,,,,,,,
,DMM,2025,International,Apr,Departure,Kochi," 2,503 ", 22 ,,,,,,,,
,DMM,2025,International,May,Departure,Kochi," 2,892 ", 18 ,,,,,,,,
